doi,title,authors
10.1007/978-4-431-66877-0_7,Charge Transport along the c-Axis in High-T c Cuprates,Yoichi Ando
10.1007/978-4-431-68535-7_37,Temperature Dependence of Optical Spectra for the CDW Gap and Optical Phonons in BaBiO3,"Hyun-Tak Kim, Hidetoshi Minami, Hiromoto Uwe"
10.1007/978-94-007-1007-8_10,First Order Transition of the Vortex Lattice in Disordered BI-2212 Crystals,"Kees Beek, Irina Abalosheva, Marcin Konczykowski, Ming Li, Peter Kes, Mikhail Indenbom"
10.1007/978-94-007-1007-8_1,Paving the Way for the Success of Magneto-Optics,"Hanns-Ulrich Habermeier, Mpi-Fkf Stuttgart, Germany"
10.1007/978-94-007-2076-3_28,Centre-of-Mass Separation in Quantum Mechanics: Implications for the Many-Body Treatment in Quantum Chemistry and Solid State Physics,Michal Svrček
10.1007/978-94-007-2384-9_22,On the Interplay of Jahn–Teller Physics and Mott Physics in the Mechanism of High T c Superconductivity,"H Ushio, S Matsuno, H Kamimura"
10.1007/978-94-007-4762-3_82,A Mössbauer study of the magneto-structural coupling effect in SrFe2As2 and SrFeAsF,"Zhiwei Li, Xiaoming Ma, Hua Pang, Fashen Li"
10.1007/978-94-007-4984-9_11,Nernst Effect of Iron Pnictide and Cuprate Superconductors: Signatures of Spin Density Wave and Stripe Order,Christian Hess
10.1007/978-94-007-6618-1_21,Anyon Bosonized 2D Fermions or a Single Boson Physics of Cuprates: Experimental Evidences,Bakhodir Abdullaev
10.1007/978-94-007-6961-8,Modern trends in Superconductivity and Superfluidity,"M Yu Kagan, P L Kapitza"
10.1007/978-94-010-0078-9_22,Model of Strongly Correlated 2D Fermi Liquids Based on Fermion-Condensation Quantum Phase Transition,V R Shaginyan
10.1007/978-94-010-0213-4_31,Itinerant Ferromagnetism for Mixed Valence Systems,"J Bonča, S El Shawish, C D Batista, J E Gubernatis"
10.1007/978-94-010-0221-9_4,MGB2: Superconductivity and Pressure Effects,"V A Ivanov, J J Betouras, F M Peeters"
10.1007/978-94-010-0450-3_13,High Temperature Superconducting Radio Frequency Coils for NMR Spectroscopy and Magnetic Resonance Imaging,Steven M Anlage
10.1007/978-94-010-0520-3_26,What High Pressure Studies Have Taught us About High-Temperature Superconductivity,James S Schilling
10.1007/978-94-010-0544-9_11,Peculiarities of the Spectrum of Strongly Correlated Electrons,"A Sherman, M Schreiber"
10.1007/978-94-010-0544-9_19,Superconductivity in Pure and Electron-Doped MgB2: Transport Properties and Pressure Effects,"B Lorenz, Y Y Xue, R L Meng, C W Chu"
10.1007/978-94-010-0544-9_20,Superconducting Gap and Electron-Phonon Interaction in MgB2 Thin Film Studied by Point Contacts,"N L Bobrov, P N Chubov, Yu. G Naidyuk, L V Tyutrina, I K Yanson, W N Kang, H-J Kim, E-M Choi, S-I Lee"
10.1007/978-94-010-0544-9_3,Exchange and Spin-Fluctuation Pairing in the Two-Band Hubbard Model,"N M Plakida, L Anton, S Adam, Gh H Adam"
10.1007/978-94-010-0544-9_4,High Temperature Superconductors in High Frequency Fields,"C T Rieck, K Scharnberg"
10.1007/978-94-010-0758-0_16,On the Interplay Between T c -Inhomogeneities at Long Length Scales and Thermal Fluctuations Around the Average Superconducting Transition in Cuprates,"Félix Vidal, José Antonio Veira, Jesús Maza, Jesús Mosqueira Carlos Carballeira, Carlos Carballeira"
10.1007/978-94-010-0771-9_38,Theory of Valence Transitions in Ytterbium-Based Compounds,"V Zlatic, J K Freericks"
10.1007/978-94-010-0771-9_7,Magnetic Resonance Peak and Nonmagnetic Impurities,"Y Sidis, P Bourges, B Keimer, L P Regnault, J Bossy, A Ivanov, B Hennion, P Gautier-Picard, G Collin"
10.1007/978-94-010-0985-0_6,Field-Induced Crossover and Colossal Magnetoresistance in La0.7Pb0.3MnO3,"C W Chu, Y Y Xue, B Lorenz, A K Heilman, M Gospodinov, S G Dobreva"
10.1007/978-94-011-2462-1_10,Anomalous Magnetic Properties of Deoxygenated Weak-Links-Bearing Superconductors,Sergei Sergeenkov
10.1007/978-94-011-4834-4_12,Vortex Lattice Melting Theories as an Example of Science Fiction,Alexey Nikulov
10.1007/978-94-011-4834-4_7,Pseudogaps and Magnetic Properties of the t-J Model,"A Sherman, M Schreiber"
10.1007/978-94-015-1244-2_4,Multi-Scale Phase Modulations in Colossal Magnetoresistance Manganites,"K H Kim, M Uehara, V Kiryukhin, S-W Cheong"
10.1007/b101024,"Dynamic Inhomogeneity, Pairing and Superconductivity in Cuprates","Dragan Mihailovic, Viktor V Kabanov"
10.1007/bf00627935,The fermi surface of ruthenium as determined by the de Haas-van Alphen effect,"G Li, B S Conner, S Weyeneth, N D Zhigadlo, S Katrych, Z Bukowski, J Karpinski, D J Singh, Johannes, L Balicas"
10.1007/bf00673760,Basic connection between superconductivity and superfluidity,Mario Rabinowitz
10.1007/bf00673760,Basic connection between superconductivity and superfluidity,"Mario Rabinowitz, Armor Research"
10.1007/bf00681482,Critical temperature of a proximity junction using Eliashberg theory,"E Schachinger, J P Carbotte"
10.1007/bf00723007,Mechanism of the action of surfactants in the fine abrasive treatment of metals,V N Bogomolov
10.1007/bf00727299,High-T c superconductors: New insights from angle-resolved photoemission,"Mohit Randeria, Juan-Carlos Campuzano"
10.1007/bf00728420,Quantitative analysis of lattice disorder and superconducting transition in epitaxial YBa2Cu3O6.9 films,"Andrea Gauzzi, Davor Pavuna"
10.1007/bf00768444,Paramagnetic meissner effect in superconducting single crystals of Ba1?x KxBiO3,"H T Kirn, H Minami, W Schmidbauer, J W Hodby, A Iyo, F Iga, H Uwe"
10.1007/bf00844979,Phenomenological theory of superfluidity and superconductivity,Mario Rabinowitz
10.1007/bf01316701,Possible double-pairing effect in high-T c superconductors,"W Wang, M L Ristig"
10.1007/bf01669868,Collective excitations in superconductors,"Gerhart Lüders, Klaus Brandt"
10.1007/bf02435484,Destruction of the phase coherence by magnetic field in the fluctuation region of thin superconducting films,"A V Nikulov, S V Dubonos, Y I Koval"
10.1007/bf02451563,T c enhancement in inhomogeneous superconductors and fractal dynamics,"M P Fontana, D Cassi"
10.1007/bf02471928,Intrinsic surface depression of the order parameter under mixed (s+id)-wave pair symmetry and its effect on the critical current of high-T c SIS Josephson junctions,"G A Ummarino, R S Gonnelli, C Bravi, V A Stepanov"
10.1007/bf02509689,Changes in electronic structure during phase transformations in TiNi and TiPd,"S E Kulkova, D V Valuiskii, I Yu. Smolin"
10.1007/bf02562869,Velocity filtration of pulsed-laser evaporents for deposition of smooth high-Tc superconducting films,"Evgeny V Pechen, Andrew V Varlashkin, Sergey I Krasnosvobodtsev, Karl F Renk"
10.1007/bf02562882,Angular anisotropy of the irreversibility line in thin YBa2Cu3O7−δ films: pinning in vortex liquid,"R Prozorov, M Konczykowski, B Schmidt, Y Yeshurun, A Shaulov"
10.1007/bf02570927,Dynamical spin magnetic susceptibility in the 2D Hubbard model,"Ferdinando Mancini, Hideki Matsumoto, Dario Villani"
10.1007/bf02583810,Universality in transport processes of unconventional superconductors,"Matthias J Graf, S-K Yip, J A Sauls"
10.1007/bf02679570,SQUID-magnetometry study of the P-T phase diagram of κ-[(BEDT-TTF)1−x(BEDSe-TTF)x]2Cu[N(CN)2]Br,"Y V Sushko, S O Leontsev, O B Korneta, A Kawamoto"
10.1007/bf02704939,Why pinning by surface irregularities can explain the peak effect in transport properties and neutron diffraction results in NbSe2 and Bi- 2212 crystals?,"Charles Simon, Alain Pautrat, Christophe Goupil, Joseph Scola, Patrice Mathieu, Annie Brulet, Antoine Ruyter, M J Higgins, Shobo Bhattacharya, D Plessis"
10.1007/bf02704945,Effect of pinning and driving force on the metastability effects in weakly pinned superconductors and the determination of spinodal line pertaining to order—disorder transition,"A D Thakur, S S Banerjee, M J Higgins, S Ramakrishnan, A K Grover"
10.1007/bf02704946,"Pulverization of the flux line lattice, the phase coexistence and the spinodal temperature of the order—disorder transition in a weakly pinned crystal of Yb3Rh4Sn13","S Sarkar, C V Tomy, A D Thakur, G Balakrishnan, D Mck Paul, S Ramakrishnan, A K Grover"
10.1007/bf02704947,Critical points in the Bragg glass phase of a weakly pinned crystal of Ca3Rh4Sn13,"S Sarkar, A D Thakur, C V Tomy, G Balakrishnan, D Mck Paul, S Ramakrishnan, A K Grover"
10.1007/bf02724515,Two-band model for high-temperature superconductivity,"N Kristoffel, P Konsin, T Örd"
10.1007/bf02730139,11B NMR study of pure and lightly carbon-doped MgB2 superconductors,"M Karayanni, G Papavassiliou, M Pissas, M Fardis, K Papagelis, K Prassides, T Takenobu, Y Iwasa"
10.1007/bf02765722,"Stripes, non-fermi-liquid behavior, and high-T c superconductivity","Eliot Kapit, André Leclair"
10.1007/bf02877440,"Effect of Mg and C contents in MgCNi3, and structure and superconductivity of MgCNi3-x -Co x","Zhi’an Ren, Guangcan Che, Shunlian Jia, Hong Chen, Yongming Ni, Zhongxian Zhao"
10.1007/bf03162370,NQR study of spin-freezing in superconducting La2−x Sr x CuO4: the example ofx = 0.06,"M-H Julien, P Carretta, F Borsa"
10.1007/bf03162449,Electronic states of boron in superconducting MgB2 studied by11B NMR,"A P Gerashenko, K N Mikhalev, S V Verkhovskii, T V D’yachkova, A P Tyutyunnik, V G Zubkov"
10.1007/bfb0107796,Bloch oscillations and the dissipative phase transition in Josephson junctions,"Francisco Guinea, Gerd Schön"
10.1007/pl00011041,Extended -wave superconductivity. Flat nodes in the gap and the low-temperature asymptotic properties of high- superconductors,"Giuseppe G N Angilella, Asle Sudbø, Renato Pucci"
10.1007/pl00011117,Electron-doping versus hole-doping in the 2D t-t' Hubbard model,Carsten Honerkamp
10.1007/pl00011123,Superconductivity of Rb 3 C 60 : breakdown of the Migdal-Eliashberg theory,"E Cappelluti, C Grimaldi, L Pietronero, S Strässler, G A Ummarino"
10.1007/s002570050158,Intercalation and staging behavior in super-oxygenated La2CuO4 + δ,"B O Wells, R J Birgeneau, F C Chou, Y Endoh, D C Johnston, M A Kastner, Y S Lee, G Shirane, J M Tranquada, K Yamada"
10.1007/s00339-003-2425-9,Electron-polarization coupling in superconductor-ferroelectric superlattices,"N Pavlenko, F Schwabl"
10.1007/s00339-004-3014-2,Magneto-transport characterization of Dy123 monodomain superconductors,"M P ¸ekała, J Mucha, P Vanderbemden, R Cloots, M Ausloos"
10.1007/s00339-007-4206-3,Ferromagnetic 0–π Josephson junctions,"M Weides, H Kohlstedt, R Waser, M Kemmler, J Pfeiffer, D Koelle, R Kleiner, E Goldobin"
10.1007/s003390100968,Orbital correlations in doped manganites,"J P Hill, C S Nelson, M V. Zimmermann, Y-J Kim, Doon Gibbs, D Casa, B Keimer, Y Murakami, C Venkataraman, T Gog, Y Tomioka, Y Tokura, V Kiryukhin, T Y Koo, S-W Cheong"
10.1007/s003390101121,Effect of pressure on magnetic structure in heavy-fermion CeRhIn 5,"W Bao, S F Trevino, J W Lynn, P G Pagliuso, J L Sarrao, J D Thompson, Z Fisk"
10.1007/s00339-013-7991-x,Magnetic and transport properties of electron-doped Ca3−x Bi x Mn2O7,"Hong Chang, Qiang Wu"
10.1007/s003390201796,Stripe order in La 1.875 Ba 0.125-x Sr x CuO 4,"M Fujita, H Goka, K Yamada, M Matsuda"
10.1007/s00723-010-0176-2,Vortex Excitations Above T c in the Cuprate Superconductor Bi2Sr2Ca2Cu3O10 as Revealed by ESR,"Yu U Talanov, L Salakhutdinov, E Giannini, R Khasanov"
10.1007/s10051-001-8697-y,( Sr / Ca ) 14 Cu 24 O 41 spin ladders studied by NMR under pressure,"Y Piskunov, D Jérome, P Auban-Senzier, P Wzietek, C Bourbonnais, U Ammerhal, G Dhalenne, A Revcolevschi"
10.1007/s10051-001-8703-4,Multi-patch model for transport properties of cuprate superconductors,"A Perali, M Sindel, G Kotliar"
10.1007/s100510050013,Spectral properties of incommensurate charge-density wave systems,"G Seibold, F Becca, F Bucci, C Castellani, C Di Castro, M Grilli"
10.1007/s100510050100,Superconducting and magnetic properties of Nb/Pd Fe /Nb triple layers,"Maya Schöck, Christoph Sürgers, H V. Löhneysen"
10.1007/s100510050129,Pairing in the Hubbard model: the Cu O cluster versus the Cu-O plane,"Michele Cini, Adalberto Balzarotti, Gianluca Stefanucci"
10.1007/s100510050463,Andreev bound states in high temperature superconductors,"L Alff, S Kleefisch, U Schoop, M Zittartz, T Kemen, T Bauch, A Marx, R Gross"
10.1007/s100510050807,Evidence for d-wave superconductivity in the repulsive Hubbard model,"W Fettes, I Morgenstern"
10.1007/s100510050858,“W = 0” pairing in Cu-O clusters and in the plane,"Michele Cini, Gianluca Stefanucci, A Balzarotti"
10.1007/s100510050876,Reversible transitions in high - cuprates based point contacts,"L F Rybaltchenko, N L Bobrov, V V Fisun, I K Yanson, A G M Jansen, P Wyder"
10.1007/s100510170025,Induced ferromagnetism and colossal magnetoresistance by Ir-doping in Pr 1 - x Ca x MnO 3,"Sylvie Hébert, Antoine Maignan, Raymond Frésard, Maryvonne Hervieu, Richard Retoux, Christine Martin, Bernard Raveau"
10.1007/s100510170054,Charge profile of surface doped C60,"Samuel Wehrli, Didier Poilblanc, T M Rice"
10.1007/s100510170123,"Jahn-Teller, charge and magnetic ordering in half-doped manganese oxides","S Fratini, D Feinberg, M Grilli"
10.1007/s100510170191,Optical measurements of the superconducting gap in MgB 2,"B Gorshunov, C A Kuntscher, P Haas, M Dressel, F P Mena, A B Kuz'menko, D Van Der Marel, T Muranaka, J Akimitsu"
10.1007/s100510170257,Multiple domain growth and memory in the droplet model for spin-glasses,"Hajime Yoshino, A Lemaıtre, J-P Bouchaud"
10.1007/s10773-006-9274-1,Thermal Entanglement for Interacting Spin-1/2 Systems and its Quantum Criticality,"Shuang-Wei Hu, Jing-Ling Chen"
10.1007/s10854-017-7483-4,Effect of electron irradiation on the pseudogap temperature dependence of YBa $$_2$$ 2 Cu $$_3$$ 3 O $$_{7-\delta }$$ 7 - δ single crystals,"N A Azarenkov, V N Voevodin, R V Vovk, G Ya. Khadzhai, S V Lebedev, V V Sklyar, S N Kamchatnaya, O V Dobrovolskiy"
10.1007/s10854-018-8644-9,Influence of annealing on the electrical resistance of YBCO single crystals,"R V Vovk, G Ya. Khadzhai, Z F Nazyrov, S N Kamchatnaya, A Feher, O V Dobrovolskiy"
10.1007/s10909-004-2898-8,Critical Field and Shubnikov-de Haas Oscillations of ?-(BEDT-TTF)2Cu(NCS)2under Pressure,"C Martin, C C Agosta, S W Tozer, H A Radovan, Tatsue Kinoshota, M Tokumoto"
10.1007/s10909-006-9210-z,Dimensional Crossover in the Fluctuation Magnetization in YBa2Cu3O7- x and its Evolution with the Content of Oxygen,"S Salem-Sugui, A D Alvarenga, B Veal, A P Paulikas"
10.1007/s10909-006-9228-2,Optical Sum Rule in Finite Bands,"J P Carbotte, E Schachinger"
10.1007/s10909-006-9286-5,Ferromagnetism and Superconductivity in Carbon-based Systems,"Y Kopelevich, P Esquinazi"
10.1007/s10909-007-9316-y,Investigation of the Double Superconducting Transition and Low-Temperature Specific Heat of Pr(Os1-xRux)4Sb12,"N A Frederick, T A Sayles, S K Kim, M B Maple"
10.1007/s10909-007-9318-9,Electron-Phonon Anomaly Related to Charge Stripes: Static Stripe Phase Versus Optimally Doped Superconducting La1.85Sr0.15CuO4,"D Reznik, L Pintschovius, M Fujita, K Yamada, G D Gu, J M Tranquada"
10.1007/s10909-007-9327-8,Point-Contact Spectroscopy of the Borocarbide Superconductor YNi2B2C in the Normal and Superconducting State,"D L Bashlakov, Yu. G Naidyuk, I K Yanson, G Behr, S-L Drechsler, G Fuchs, L Schultz, D Souptel"
10.1007/s10909-007-9345-6,Observation of a Possible Metallic State Induced by a Parallel Magnetic Field in Superconducting Au0.7In0.3 Samples With Very Low Normal-state Sheet Resistance,"M M Rosario, H Wang, Yu U Zadorozhny, Y Liu"
10.1007/s10909-010-0188-1,The Superconducting Ferromagnet UCoGe,"A Gasparini, Y K Huang, N T Huy, J C P Klaasse, T Naka, E Slooten, A De Visser"
10.1007/s10909-010-0198-z,Evolution of the Fishtail-Effect in Pure and Ag-doped MG-YBCO,"D A Lotnyk, R V Vovk, M A Obolenskii, A A Zavgorodniy, J Kováč, V Antal, M Kaňuchová, M Šefčiková, P Diko, A Feher, A Chroneos"
10.1007/s10909-011-0364-y,Experimental Determination of Correlations Between Spontaneously Formed Vortices in a Superconductor,"Daniel Golubchik, Emil Polturak, Gad Koren, Boris Y Shapiro, Irina Shapiro"
10.1007/s10909-012-0673-9,Field-Induced Magnetostructural Transitions in Antiferromagnetic Fe1+y Te1−x S x,"M Tokunaga, T Kihara, Y Mizuguchi, Y Takano"
10.1007/s10909-012-0768-3,Superconductivity of Bi Confined in an Opal Host,"R C Johnson, M D Nieskoski, S M Disseler, T E Huber, M J Graf"
10.1007/s10909-013-1078-0,Critical Temperature Tuning of Ti/TiN Multilayer Films Suitable for Low Temperature Detectors,"A Giachero, P Day, P Falferi, M Faverzani, E Ferri, C Giordano, B Marghesin, F Mattedi, R Mezzena, R Nizzolo, A Nucciotti"
10.1007/s10909-014-1097-5,Annealing Effect on Microstructure and Superconductivity of K $$_{x}$$ x Fe $$_{y}$$ y Se $$_{2}$$ 2 Synthesized by an Easy One-step Method,"W Zhou, X Li, X Zhou, F F Yuan, Y Ding, J C Zhuang, Y Sun, H L Zhou, Z X Shi"
10.1007/s10909-014-1132-6,Coherent Caloritronics in Josephson-Based Nanocircuits,"M J Martínez-Pérez, P Solinas, F Giazotto"
10.1007/s10909-014-1218-1,Geometrical Confinement Effects in Layered Mesoscopic Vortex Matter,"N R Cejas Bolecek, M I Dolz, A Kolton, H Pastoriza, C J Van Der Beek, M Konczykowski, M Menghini, G Nieva, Y Fasano"
10.1007/s10909-014-1252-z,EPR Study of Superconductors,I A Garifullin
10.1007/s10909-015-1441-4,Development of Microwave Superconducting Microresonators for Neutrino Mass Measurement in the Holmes Framework,"A Giachero, P K Day, P Falferi, M Faverzani, E Ferri, C Giordano, M Maino, B Margesin, R Mezzena, R Nizzolo, A Nucciotti, A Puiu, L Zanetti"
10.1007/s10909-016-1577-x,Impurity-Induced Smearing of the Spin Resonance Peak in Fe-Based Superconductors,"Yu. N Togushova, V A Shestakov, M M Korshunov"
10.1007/s10909-016-1579-8,Superconducting Coplanar Waveguide Filters for Submillimeter Wave On-Chip Filterbank Spectrometers,"Akira Endo, S J C Yates, J Bueno, David J Thoen, Vignesh Murugesan, A M Baryshev, T M Klapwijk, P P Van Der Werf, Jochem J A Baselmans"
10.1007/s10909-018-02140-z,UBe13 and U1−xThxBe13: Unconventional Superconductors,G R Stewart
10.1007/s10909-018-1865-8,Inhomogeneous Phase Effect of Smart Meta-Superconducting $$\hbox {MgB}_{2}$$ MgB 2,"Yongbo Li, Honggang Chen, Weichang Qi, Guowei Chen, Xiaopeng Zhao"
10.1007/s10909-019-02295-3,An On-Chip Superconducting Kinetic Inductance Fourier Transform Spectrometer for Millimeter-Wave Astronomy,"Farzad B Faramarzi, Philip Mauskopf, S Gordon, G Che, Peter K Day, H Mani, H Surdi, Sasha Sypkens, P Barry, E Shirokoff, R B Thakur"
10.1007/s10909-020-02418-1,The Superconductivity Mechanism in Nd-1111 Iron-Based Superconductor Doped by Calcium,"F Shahbaz Tehrani, V Daadmehr"
10.1007/s10948-004-0831-7,Determination of the Coherence Length and the Cooper-Pair Size in Unconventional Superconductors by Tunneling Spectroscopy,A Mourachkine
10.1007/s10948-005-0049-3,Multiband Superconductors Close to a 3D–2D Electronic Topological Transition,"G G N Angilella, A Bianconi, R Pucci"
10.1007/s10948-005-0058-2,Evidence for One-Gap Superconductivity in Mg(B$$_{1-x}$$C$$_{x})_{2}$$ Single Crystals at x=0.132 by Point-Contact Spectroscopy,"R S Gonnelli, D Daghero, G A Ummarino, A Calzolari, M Tortello, V A Stepanov, N Zhigadlo, S M Kazakov, J Karpinski"
